CODE	ALT_CODE	USAGE	USAGE_UK	DESCRIPTION	MODIFIER_4	MODIFIER_5	QUALIFIERS	GENDER_MASK	MIN_AGE	MAX_AGE	TREE_DESCRIPTION
Q17.2	Q172	DEFAULT	3	Microtia							
Q17.3	Q173	DEFAULT	3	Other misshapen ear							
Q17.4	Q174	DEFAULT	3	Misplaced ear							
Q17.5	Q175	DEFAULT	3	Prominent ear							
Q17.8	Q178	DEFAULT	3	Other specified congenital malformations of ear							
Q17.9	Q179	DEFAULT	3	Congenital malformation of ear, unspecified							
Q18	Q18	DEFAULT	3	Other congenital malformations of face and neck							
Q18.0	Q180	DEFAULT	3	Sinus, fistula and cyst of branchial cleft							
Q18.1	Q181	DEFAULT	3	Preauricular sinus and cyst							
Q18.2	Q182	DEFAULT	3	Other branchial cleft malformations							
Q18.3	Q183	DEFAULT	3	Webbing of neck							
Q18.4	Q184	DEFAULT	3	Macrostomia							
Q18.5	Q185	DEFAULT	3	Microstomia							
Q18.6	Q186	DEFAULT	3	Macrocheilia							
Q18.7	Q187	DEFAULT	3	Microcheilia							
Q18.8	Q188	DEFAULT	3	Other specified congenital malformations of face and neck							
Q18.9	Q189	DEFAULT	3	Congenital malformation of face and neck, unspecified							
Q20	Q20	DEFAULT	3	Congenital malformations of cardiac chambers and connections							
Q20.0	Q200	DEFAULT	3	Common arterial trunk							
Q20.1	Q201	DEFAULT	3	Double outlet right ventricle							
Q20.2	Q202	DEFAULT	3	Double outlet left ventricle							
Q20.3	Q203	DEFAULT	3	Discordant ventriculoarterial connection							
Q20.4	Q204	DEFAULT	3	Double inlet ventricle							
Q20.5	Q205	DEFAULT	3	Discordant atrioventricular connection							
Q20.6	Q206	DEFAULT	3	Isomerism of atrial appendages							
Q20.8	Q208	DEFAULT	3	Other congenital malformations of cardiac chambers and connections							
Q20.9	Q209	DEFAULT	3	Congenital malformation of cardiac chambers and connections, unspecified							
Q21	Q21	DEFAULT	3	Congenital malformations of cardiac septa							
Q21.0	Q210	DEFAULT	3	Ventricular septal defect							
Q21.1	Q211	DEFAULT	3	Atrial septal defect							
Q21.2	Q212	DEFAULT	3	Atrioventricular septal defect							
Q21.3	Q213	DEFAULT	3	Tetralogy of Fallot							
Q21.4	Q214	DEFAULT	3	Aortopulmonary septal defect							
Q21.8	Q218	DEFAULT	3	Other congenital malformations of cardiac septa							
Q21.9	Q219	DEFAULT	3	Congenital malformation of cardiac septum, unspecified							
Q22	Q22	DEFAULT	3	Congenital malformations of pulmonary and tricuspid valves							
Q22.0	Q220	DEFAULT	3	Pulmonary valve atresia							
Q22.1	Q221	DEFAULT	3	Congenital pulmonary valve stenosis							
Q22.2	Q222	DEFAULT	3	Congenital pulmonary valve insufficiency							
Q22.3	Q223	DEFAULT	3	Other congenital malformations of pulmonary valve							
Q22.4	Q224	DEFAULT	3	Congenital tricuspid stenosis							
Q22.5	Q225	DEFAULT	3	Ebstein's anomaly							
Q22.6	Q226	DEFAULT	3	Hypoplastic right heart syndrome							
Q22.8	Q228	DEFAULT	3	Other congenital malformations of tricuspid valve							
Q22.9	Q229	DEFAULT	3	Congenital malformation of tricuspid valve, unspecified							
Q23	Q23	DEFAULT	3	Congenital malformations of aortic and mitral valves							
Q23.0	Q230	DEFAULT	3	Congenital stenosis of aortic valve							
Q23.1	Q231	DEFAULT	3	Congenital insufficiency of aortic valve							
Q23.2	Q232	DEFAULT	3	Congenital mitral stenosis							
Q23.3	Q233	DEFAULT	3	Congenital mitral insufficiency							
Q23.4	Q234	DEFAULT	3	Hypoplastic left heart syndrome							
Q23.8	Q238	DEFAULT	3	Other congenital malformations of aortic and mitral valves							
Q23.9	Q239	DEFAULT	3	Congenital malformation of aortic and mitral valves, unspecified							
Q24	Q24	DEFAULT	3	Other congenital malformations of heart							
Q24.0	Q240	DEFAULT	3	Dextrocardia							
Q24.1	Q241	DEFAULT	3	Laevocardia							
Q24.2	Q242	DEFAULT	3	Cor triatriatum							
Q24.3	Q243	DEFAULT	3	Pulmonary infundibular stenosis							
Q24.4	Q244	DEFAULT	3	Congenital subaortic stenosis							
Q24.5	Q245	DEFAULT	3	Malformation of coronary vessels							
Q24.6	Q246	DEFAULT	3	Congenital heart block							
Q24.8	Q248	DEFAULT	3	Other specified congenital malformations of heart							
Q24.9	Q249	DEFAULT	3	Congenital malformation of heart, unspecified							
Q25	Q25	DEFAULT	3	Congenital malformations of great arteries							
Q25.0	Q250	DEFAULT	3	Patent ductus arteriosus							
Q25.1	Q251	DEFAULT	3	Coarctation of aorta							
Q25.2	Q252	DEFAULT	3	Atresia of aorta							
Q25.3	Q253	DEFAULT	3	Stenosis of aorta							
Q25.4	Q254	DEFAULT	3	Other congenital malformations of aorta							
Q25.5	Q255	DEFAULT	3	Atresia of pulmonary artery							
Q25.6	Q256	DEFAULT	3	Stenosis of pulmonary artery							
Q25.7	Q257	DEFAULT	3	Other congenital malformations of pulmonary artery							
Q25.8	Q258	DEFAULT	3	Other congenital malformations of great arteries							
Q25.9	Q259	DEFAULT	3	Congenital malformation of great arteries, unspecified							
Q26	Q26	DEFAULT	3	Congenital malformations of great veins							
Q26.0	Q260	DEFAULT	3	Congenital stenosis of vena cava							
Q26.1	Q261	DEFAULT	3	Persistent left superior vena cava							
Q26.2	Q262	DEFAULT	3	Total anomalous pulmonary venous connection							
Q26.3	Q263	DEFAULT	3	Partial anomalous pulmonary venous connection							
Q26.4	Q264	DEFAULT	3	Anomalous pulmonary venous connection, unspecified							
Q26.5	Q265	DEFAULT	3	Anomalous portal venous connection							
Q26.6	Q266	DEFAULT	3	Portal vein-hepatic artery fistula							
Q26.8	Q268	DEFAULT	3	Other congenital malformations of great veins							
Q26.9	Q269	DEFAULT	3	Congenital malformation of great vein, unspecified							
Q27	Q27	DEFAULT	3	Other congenital malformations of peripheral vascular system							
Q27.0	Q270	DEFAULT	3	Congenital absence and hypoplasia of umbilical artery							
Q27.1	Q271	DEFAULT	3	Congenital renal artery stenosis							
Q27.2	Q272	DEFAULT	3	Other congenital malformations of renal artery							
Q27.3	Q273	DEFAULT	3	Peripheral arteriovenous malformation							
Q27.4	Q274	DEFAULT	3	Congenital phlebectasia							
Q27.8	Q278	DEFAULT	3	Other specified congenital malformations of peripheral vascular system							
Q27.9	Q279	DEFAULT	3	Congenital malformation of peripheral vascular system, unspecified							
Q28	Q28	DEFAULT	3	Other congenital malformations of circulatory system							
Q28.0	Q280	DEFAULT	3	Arteriovenous malformation of precerebral vessels							
Q28.1	Q281	DEFAULT	3	Other malformations of precerebral vessels							
Q28.2	Q282	DEFAULT	3	Arteriovenous malformation of cerebral vessels							
Q28.3	Q283	DEFAULT	3	Other malformations of cerebral vessels							
Q28.8	Q288	DEFAULT	3	Other specified congenital malformations of circulatory system							
Q28.9	Q289	DEFAULT	3	Congenital malformation of circulatory system, unspecified							
Q30	Q30	DEFAULT	3	Congenital malformations of nose							
Q30.0	Q300	DEFAULT	3	Choanal atresia							
Q30.1	Q301	DEFAULT	3	Agenesis and underdevelopment of nose							
Q30.2	Q302	DEFAULT	3	Fissured, notched and cleft nose							
Q30.3	Q303	DEFAULT	3	Congenital perforated nasal septum							
Q30.8	Q308	DEFAULT	3	Other congenital malformations of nose							
Q30.9	Q309	DEFAULT	3	Congenital malformation of nose, unspecified							
Q31	Q31	DEFAULT	3	Congenital malformations of larynx							
Q31.0	Q310	DEFAULT	3	Web of larynx							
Q31.1	Q311	DEFAULT	3	Congenital subglottic stenosis							
Q31.2	Q312	DEFAULT	3	Laryngeal hypoplasia							
Q31.3	Q313	DEFAULT	3	Laryngocele							
Q31.5	Q315	DEFAULT	3	Congenital laryngomalacia							
Q31.8	Q318	DEFAULT	3	Other congenital malformations of larynx							
Q31.9	Q319	DEFAULT	3	Congenital malformation of larynx, unspecified							
Q32	Q32	DEFAULT	3	Congenital malformations of trachea and bronchus							
Q32.0	Q320	DEFAULT	3	Congenital tracheomalacia							
Q32.1	Q321	DEFAULT	3	Other congenital malformations of trachea							
Q32.2	Q322	DEFAULT	3	Congenital bronchomalacia							
Q32.3	Q323	DEFAULT	3	Congenital stenosis of bronchus							
Q32.4	Q324	DEFAULT	3	Other congenital malformations of bronchus							
Q33	Q33	DEFAULT	3	Congenital malformations of lung							
Q33.0	Q330	DEFAULT	3	Congenital cystic lung							
Q33.1	Q331	DEFAULT	3	Accessory lobe of lung							
Q33.2	Q332	DEFAULT	3	Sequestration of lung							
Q33.3	Q333	DEFAULT	3	Agenesis of lung							
Q33.4	Q334	DEFAULT	3	Congenital bronchiectasis							
Q33.5	Q335	DEFAULT	3	Ectopic tissue in lung							
Q33.6	Q336	DEFAULT	3	Hypoplasia and dysplasia of lung							
Q33.8	Q338	DEFAULT	3	Other congenital malformations of lung							
Q33.9	Q339	DEFAULT	3	Congenital malformation of lung, unspecified							
Q34	Q34	DEFAULT	3	Other congenital malformations of respiratory system							
Q34.0	Q340	DEFAULT	3	Anomaly of pleura							
Q34.1	Q341	DEFAULT	3	Congenital cyst of mediastinum							
Q34.8	Q348	DEFAULT	3	Other specified congenital malformations of respiratory system							
Q34.9	Q349	DEFAULT	3	Congenital malformation of respiratory system, unspecified							
Q35	Q35	DEFAULT	3	Cleft palate							
Q35.1	Q351	DEFAULT	3	Cleft hard palate							
Q35.3	Q353	DEFAULT	3	Cleft soft palate							
Q35.5	Q355	DEFAULT	3	Cleft hard palate with cleft soft palate							
Q35.7	Q357	DEFAULT	3	Cleft uvula							
Q35.9	Q359	DEFAULT	3	Cleft palate, unspecified							
Q36	Q36	DEFAULT	3	Cleft lip							
Q36.0	Q360	DEFAULT	3	Cleft lip, bilateral							
Q36.1	Q361	DEFAULT	3	Cleft lip, median							
Q36.9	Q369	DEFAULT	3	Cleft lip, unilateral							
Q37	Q37	DEFAULT	3	Cleft palate with cleft lip							
Q37.0	Q370	DEFAULT	3	Cleft hard palate with bilateral cleft lip							
Q37.1	Q371	DEFAULT	3	Cleft hard palate with unilateral cleft lip							
Q37.2	Q372	DEFAULT	3	Cleft soft palate with bilateral cleft lip							
Q37.3	Q373	DEFAULT	3	Cleft soft palate with unilateral cleft lip							
Q37.4	Q374	DEFAULT	3	Cleft hard and soft palate with bilateral cleft lip							
Q37.5	Q375	DEFAULT	3	Cleft hard and soft palate with unilateral cleft lip							
Q37.8	Q378	DEFAULT	3	Unspecified cleft palate with bilateral cleft lip							
Q37.9	Q379	DEFAULT	3	Unspecified cleft palate with unilateral cleft lip							
Q38	Q38	DEFAULT	3	Other congenital malformations of tongue, mouth and pharynx							
Q38.0	Q380	DEFAULT	3	Congenital malformations of lips, not elsewhere classified							
Q38.1	Q381	DEFAULT	3	Ankyloglossia							
Q38.2	Q382	DEFAULT	3	Macroglossia							
Q38.3	Q383	DEFAULT	3	Other congenital malformations of tongue							
Q38.4	Q384	DEFAULT	3	Congenital malformations of salivary glands and ducts							
Q38.5	Q385	DEFAULT	3	Congenital malformations of palate, not elsewhere classified							
Q38.6	Q386	DEFAULT	3	Other congenital malformations of mouth							
Q38.7	Q387	DEFAULT	3	Pharyngeal pouch							
Q38.8	Q388	DEFAULT	3	Other congenital malformations of pharynx							
Q39	Q39	DEFAULT	3	Congenital malformations of oesophagus							
Q39.0	Q390	DEFAULT	3	Atresia of oesophagus without fistula							
Q39.1	Q391	DEFAULT	3	Atresia of oesophagus with tracheo-oesophageal fistula							
Q39.2	Q392	DEFAULT	3	Congenital tracheo-oesophageal fistula without atresia							
Q39.3	Q393	DEFAULT	3	Congenital stenosis and stricture of oesophagus							
Q39.4	Q394	DEFAULT	3	Oesophageal web							
Q39.5	Q395	DEFAULT	3	Congenital dilatation of oesophagus							
Q39.6	Q396	DEFAULT	3	Diverticulum of oesophagus							
Q39.8	Q398	DEFAULT	3	Other congenital malformations of oesophagus							
Q39.9	Q399	DEFAULT	3	Congenital malformation of oesophagus, unspecified							
Q40	Q40	DEFAULT	3	Other congenital malformations of upper alimentary tract							
Q40.0	Q400	DEFAULT	3	Congenital hypertrophic pyloric stenosis							
Q40.1	Q401	DEFAULT	3	Congenital hiatus hernia							
Q40.2	Q402	DEFAULT	3	Other specified congenital malformations of stomach							
Q40.3	Q403	DEFAULT	3	Congenital malformation of stomach, unspecified							
Q40.8	Q408	DEFAULT	3	Other specified congenital malformations of upper alimentary tract							
Q40.9	Q409	DEFAULT	3	Congenital malformation of upper alimentary tract, unspecified							
Q41	Q41	DEFAULT	3	Congenital absence, atresia and stenosis of small intestine							
Q41.0	Q410	DEFAULT	3	Congenital absence, atresia and stenosis of duodenum							
Q41.1	Q411	DEFAULT	3	Congenital absence, atresia and stenosis of jejunum							
Q41.2	Q412	DEFAULT	3	Congenital absence, atresia and stenosis of ileum							
Q41.8	Q418	DEFAULT	3	Congenital absence, atresia and stenosis of other specified parts of small intestine							
Q41.9	Q419	DEFAULT	3	Congenital absence, atresia and stenosis of small intestine, part unspecified							
Q42	Q42	DEFAULT	3	Congenital absence, atresia and stenosis of large intestine							
Q42.0	Q420	DEFAULT	3	Congenital absence, atresia and stenosis of rectum with fistula							
Q42.1	Q421	DEFAULT	3	Congenital absence, atresia and stenosis of rectum without fistula							
Q42.2	Q422	DEFAULT	3	Congenital absence, atresia and stenosis of anus with fistula							
Q42.3	Q423	DEFAULT	3	Congenital absence, atresia and stenosis of anus without fistula							
Q42.8	Q428	DEFAULT	3	Congenital absence, atresia and stenosis of other parts of large intestine							
Q42.9	Q429	DEFAULT	3	Congenital absence, atresia and stenosis of large intestine, part unspecified							
Q43	Q43	DEFAULT	3	Other congenital malformations of intestine							
Q43.0	Q430	DEFAULT	3	Meckel's diverticulum							
Q43.1	Q431	DEFAULT	3	Hirschsprung's disease							
Q43.2	Q432	DEFAULT	3	Other congenital functional disorders of colon							
Q43.3	Q433	DEFAULT	3	Congenital malformations of intestinal fixation							
Q43.4	Q434	DEFAULT	3	Duplication of intestine							
Q43.5	Q435	DEFAULT	3	Ectopic anus							
Q43.6	Q436	DEFAULT	3	Congenital fistula of rectum and anus							
Q43.7	Q437	DEFAULT	3	Persistent cloaca							
Q43.8	Q438	DEFAULT	3	Other specified congenital malformations of intestine							
Q43.9	Q439	DEFAULT	3	Congenital malformation of intestine, unspecified							
Q44	Q44	DEFAULT	3	Congenital malformations of gallbladder, bile ducts and liver							
Q44.0	Q440	DEFAULT	3	Agenesis, aplasia and hypoplasia of gallbladder							
Q44.1	Q441	DEFAULT	3	Other congenital malformations of gallbladder							
Q44.2	Q442	DEFAULT	3	Atresia of bile ducts							
Q44.3	Q443	DEFAULT	3	Congenital stenosis and stricture of bile ducts							
Q44.4	Q444	DEFAULT	3	Choledochal cyst							
Q44.5	Q445	DEFAULT	3	Other congenital malformations of bile ducts							
Q44.6	Q446	DEFAULT	3	Cystic disease of liver							
Q44.7	Q447	DEFAULT	3	Other congenital malformations of liver							
Q45	Q45	DEFAULT	3	Other congenital malformations of digestive system							
Q45.0	Q450	DEFAULT	3	Agenesis, aplasia and hypoplasia of pancreas							
Q45.1	Q451	DEFAULT	3	Annular pancreas							
Q45.2	Q452	DEFAULT	3	Congenital pancreatic cyst							
Q45.3	Q453	DEFAULT	3	Other congenital malformations of pancreas and pancreatic duct							
Q45.8	Q458	DEFAULT	3	Other specified congenital malformations of digestive system							
Q45.9	Q459	DEFAULT	3	Congenital malformation of digestive system, unspecified							
Q50	Q50	DEFAULT	3	Congenital malformations of ovaries, fallopian tubes and broad ligaments							
Q50.0	Q500	DEFAULT	3	Congenital absence of ovary				1			
Q50.1	Q501	DEFAULT	3	Developmental ovarian cyst				1			
Q50.2	Q502	DEFAULT	3	Congenital torsion of ovary				1			
Q50.3	Q503	DEFAULT	3	Other congenital malformations of ovary				1			
Q50.4	Q504	DEFAULT	3	Embryonic cyst of fallopian tube				1			
Q50.5	Q505	DEFAULT	3	Embryonic cyst of broad ligament				1			
Q50.6	Q506	DEFAULT	3	Other congenital malformations of fallopian tube and broad ligament				1			
Q51	Q51	DEFAULT	3	Congenital malformations of uterus and cervix							
Q51.0	Q510	DEFAULT	3	Agenesis and aplasia of uterus				1			
Q51.1	Q511	DEFAULT	3	Doubling of uterus with doubling of cervix and vagina				1			
Q51.2	Q512	DEFAULT	3	Other doubling of uterus				1			
Q51.3	Q513	DEFAULT	3	Bicornate uterus				1			
Q51.4	Q514	DEFAULT	3	Unicornate uterus				1			
Q51.5	Q515	DEFAULT	3	Agenesis and aplasia of cervix				1			
Q51.6	Q516	DEFAULT	3	Embryonic cyst of cervix				1			
Q51.7	Q517	DEFAULT	3	Congenital fistulae between uterus and digestive and urinary tracts				1			
Q51.8	Q518	DEFAULT	3	Other congenital malformations of uterus and cervix				1			
Q51.9	Q519	DEFAULT	3	Congenital malformation of uterus and cervix, unspecified				1			
Q52	Q52	DEFAULT	3	Other congenital malformations of female genitalia							
Q52.0	Q520	DEFAULT	3	Congenital absence of vagina				1			
Q52.1	Q521	DEFAULT	3	Doubling of vagina				1			
Q52.2	Q522	DEFAULT	3	Congenital rectovaginal fistula				1			
Q52.3	Q523	DEFAULT	3	Imperforate hymen				1			
Q52.4	Q524	DEFAULT	3	Other congenital malformations of vagina				1			
Q52.5	Q525	DEFAULT	3	Fusion of labia				1			
Q52.6	Q526	DEFAULT	3	Congenital malformation of clitoris				1			
Q52.7	Q527	DEFAULT	3	Other congenital malformations of vulva				1			
Q52.8	Q528	DEFAULT	3	Other specified congenital malformations of female genitalia				1			
Q52.9	Q529	DEFAULT	3	Congenital malformation of female genitalia, unspecified				1			
Q53	Q53	DEFAULT	3	Undescended testicle							
Q53.0	Q530	DEFAULT	3	Ectopic testis				2			
Q53.1	Q531	DEFAULT	3	Undescended testicle, unilateral				2			
Q53.2	Q532	DEFAULT	3	Undescended testicle, bilateral				2			
Q53.9	Q539	DEFAULT	3	Undescended testicle, unspecified				2			
Q54	Q54	DEFAULT	3	Hypospadias							
Q54.0	Q540	DEFAULT	3	Hypospadias, balanic				2			
Q54.1	Q541	DEFAULT	3	Hypospadias, penile				2			
Q54.2	Q542	DEFAULT	3	Hypospadias, penoscrotal				2			
Q54.3	Q543	DEFAULT	3	Hypospadias, perineal				2			
Q54.4	Q544	DEFAULT	3	Congenital chordee				2			
Q54.8	Q548	DEFAULT	3	Other hypospadias				2			
Q54.9	Q549	DEFAULT	3	Hypospadias, unspecified				2			
Q55	Q55	DEFAULT	3	Other congenital malformations of male genital organs							
Q55.0	Q550	DEFAULT	3	Absence and aplasia of testis				2			
Q55.1	Q551	DEFAULT	3	Hypoplasia of testis and scrotum				2			
Q55.2	Q552	DEFAULT	3	Other congenital malformations of testis and scrotum				2			
Q55.3	Q553	DEFAULT	3	Atresia of vas deferens				2			
Q55.4	Q554	DEFAULT	3	Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate				2			
Q55.5	Q555	DEFAULT	3	Congenital absence and aplasia of penis				2			
Q55.6	Q556	DEFAULT	3	Other congenital malformations of penis				2			
Q55.8	Q558	DEFAULT	3	Other specified congenital malformations of male genital organs				2			
Q55.9	Q559	DEFAULT	3	Congenital malformation of male genital organ, unspecified				2			
Q56	Q56	DEFAULT	3	Indeterminate sex and pseudohermaphroditism							
